"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","p_val_fdr"
"140","mmu-miR-126a-5p",827887.747563968,-0.900954519997956,0.24834917903289,-3.62777329688148,0.000285876103374615,0.00127010668785007,0.00127010668785007
"141","mmu-miR-369-3p",194.172322672268,1.53116668797825,0.422698744237616,3.62235920700422,0.000291928358080407,0.00128779743777315,0.00128779743777315
"142","mmu-miR-351-5p",8720.74155621772,0.670734710953667,0.185536186432633,3.61511532521018,0.000300213948341324,0.00130582570537275,0.00130582570537275
"143","mmu-miR-96-5p",16.5167786005853,1.8581130271464,0.513962780462902,3.6152676765288,0.000300037443500172,0.00130582570537275,0.00130582570537275
"144","mmu-let-7f-2-3p",858.168305251458,-0.612563157892313,0.170373699565044,-3.59540914739868,0.0003238821473397,0.0013989909419812,0.0013989909419812
"145","mmu-miR-107-3p",9258.83765279653,-0.990455233965743,0.277503981495027,-3.56915684102894,0.000358131984207126,0.0015257403710742,0.0015257403710742
"146","mmu-miR-668-3p",93.2451646339221,1.05845111973174,0.296432672173304,3.57062908070043,0.000356124902182361,0.0015257403710742,0.0015257403710742
"147","mmu-miR-10a-3p",270.319532574896,-0.549369447999105,0.155823826004313,-3.52558053595668,0.000422555674151118,0.0017521975288133,0.0017521975288133
"148","mmu-miR-3962",7.56563748796414,-1.28253640163742,0.363733997858476,-3.52602838664655,0.000421841750969686,0.0017521975288133,0.0017521975288133
"149","mmu-miR-669a-3p",723.256902716625,0.912294205479747,0.258547291341094,3.52853901793999,0.000417860341057069,0.0017521975288133,0.0017521975288133
"150","mmu-miR-669o-3p",723.256902716625,0.912294205479747,0.258547291341094,3.52853901793999,0.000417860341057069,0.0017521975288133,0.0017521975288133
"151","mmu-miR-329-5p",121.172490250798,1.46717076180023,0.417124186204542,3.5173476157069,0.000435882544004457,0.00179548968457465,0.00179548968457465
"152","mmu-miR-149-5p",40899.4853861377,-1.32797446227559,0.379195425183788,-3.50208460883184,0.000461632997499152,0.00188905081871363,0.00188905081871363
"153","mmu-miR-21a-5p",400274.177078163,1.04453477833482,0.301211544383206,3.46777803776984,0.00052478055121581,0.00213342158729564,0.00213342158729564
"154","mmu-miR-1843a-3p",107.785178120237,-1.20315373547623,0.347983761321159,-3.45749965719183,0.000545212935844453,0.00220209380581331,0.00220209380581331
"155","mmu-miR-323-3p",30.7944157242219,1.87540297402645,0.544585871568379,3.4437231517325,0.000573762888573734,0.00230245494640556,0.00230245494640556
"156","mmu-miR-351-3p",30.7301237574928,1.32780224988494,0.386696095472601,3.43370999974065,0.000595380811409914,0.00237389015831389,0.00237389015831389
"157","mmu-miR-129-5p",63.0163308978356,-0.800375827583673,0.233564365854223,-3.42678911937799,0.00061076318643429,0.00241971147746578,0.00241971147746578
"158","mmu-miR-34b-3p",191.909288481138,1.42831129657347,0.419274418726993,3.40662638305035,0.000657710921210179,0.0025892164113464,0.0025892164113464
